Name,date,Open,High,Low,Close,volume
FFIV,2-27-21,119.22,120.06,118.02,118,665638
FISV,2-27-21,78.7,78.72,77.99,78,1171228
FIS,2-27-21,67.89,68.03,67.44,68,1104331
FITB,2-27-21,19.4,19.525,19.34,19,6902195
FLIR,2-27-21,32.21,32.4,32.14,32,560677
FLR,2-27-21,58.24,58.6,57.54,58,2986320
FLS,2-27-21,62.6,62.97,62.06,62,1072817
FL,2-27-21,55.95,56.39,55.86,56,1283994
FMC,2-27-21,63.62,63.72,63.24,63,674496
FOXA,2-27-21,34.88,35.05,34.62,35,18643721
FOX,2-27-21,33.98,34.14,33.62,34,2244884
FRT,2-27-21,140.92,142.54,139.71,142,377939
FTI,2-27-21,40.27,40.43,39.75,40,4468291
F,2-27-21,16.38,16.4,16.22,16,20336962
GD,2-27-21,139.06,139.54,138.73,139,1267795
GE,2-27-21,25.83,26.27,25.75,26,51531829
GGP,2-27-21,28.78,29.11,28.6,29,4992217
GILD,2-27-21,104.28,104.34,102.71,104,7939977
GIS,2-27-21,53.45,53.839,53.33,54,3038289
GLW,2-27-21,24.5,24.67,24.34,24,7659958
GM,2-27-21,37.38,37.45,37.11,37,10490184
GOOGL,2-27-21,558.15,569.42,557.03,563,3416445
GOOG,2-27-21,554.24,564.71,552.9,558,2403553
GPC,2-27-21,96.64,96.89,95.87,96,541903
GPN,2-27-21,46.4,46.495,45.9,46,746140
GPS,2-27-21,41.4,42.2,41.09,42,12338081
GRMN,2-27-21,49.49,49.83,49.414,50,1305377
GS,2-27-21,191.19,192.5,189.79,190,2572381
GT,2-27-21,27.35,27.44,26.7,27,3976884
GWW,2-27-21,240.14,240.96,236.91,237,762440
HAL,2-27-21,42.96,43.225,42.72,43,12293274
HAS,2-27-21,62.6,62.77,62,62,730869
HBAN,2-27-21,10.94,11,10.89,11,5375796
HBI,2-27-21,32.195,32.2975,31.6525,32,2484020
HCA,2-27-21,72.33,72.57,71.35,72,2787838
HCN,2-27-21,76.34,77.12,75.65,77,2660056
HCP,2-27-21,41.89,42.39,41.56,42,2561223
HD,2-27-21,115.19,115.67,114.555,115,5732581
HES,2-27-21,75.84,76.03,74.96,75,3349041
HIG,2-27-21,41,41.12,40.7,41,3730008
HII,2-27-21,143,143.06,141.18,141,328133
HOG,2-27-21,64.06,64.4296,63.51,64,1405080
HOLX,2-27-21,32.26,32.49,32.15,32,1690548
HON,2-27-21,103.35,103.87,102.73,103,2995067
HP,2-27-21,66.46,67.49,66.44,67,1931333
HRB,2-27-21,34.57,34.7,34.0825,34,2339963
HRL,2-27-21,29.195,29.47,29.11,29,1677674
HRS,2-27-21,77.79,78.06,77.28,78,613566
HSIC,2-27-21,70.33,70.415,69.825,70,952152
HST,2-27-21,21.04,21.14,20.88,21,9077767
HSY,2-27-21,103.65,104.3198,103.42,104,1100559
HUM,2-27-21,162.7,165.75,162.7,164,1495260
IBM,2-27-21,161.05,162.29,160.16,162,4410037
ICE,2-27-21,47.634,47.824,47.048,47,2566645
IDXX,2-27-21,79.1,79.5,78.36,78,568736
IFF,2-27-21,121.95,122.51,121.12,122,371089
ILMN,2-27-21,196.64,199.4,195.35,195,537969
INCY,2-27-21,87.01,87.6,84.23,86,917065
INFO,2-27-21,26.5,26.74,26.34,27,291128
INTC,2-27-21,33.63,33.64,33.21,33,24427300
INTU,2-27-21,97.31,97.91,97.12,98,1298144
IPG,2-27-21,22.5,22.6,22.27,22,3916602
IP,2-27-21,56.94,56.98,56.39,56,2247393
IQV,2-27-21,64.91,65.36,64.57,65,317042
IRM,2-27-21,36.8,36.85,36.335,37,2199024
IR,2-27-21,67.77,67.95,67.12,67,1605744
ISRG,2-27-21,168.7765,168.7765,165.8465,167,847986
ITW,2-27-21,99.32,99.46,98.83,99,1709834
IT,2-27-21,83.46,84.5,83.05,83,819644
IVZ,2-27-21,40.35,40.4,40.08,40,3683783
JBHT,2-27-21,86.1,86.22,85.5,86,537930
JCI,2-27-21,44.712,44.8377,44.1152,44,2881408
JEC,2-27-21,44.55,44.86,44.1601,44,1564635
JNJ,2-27-21,103.04,103.33,102.48,103,8500014
JNPR,2-27-21,23.95,24.15,23.83,24,4424440
JPM,2-27-21,61.13,61.92,61.13,61,15225935
JWN,2-27-21,81.06,81.72,80.35,80,1322910
KEY,2-27-21,13.99,14.085,13.91,14,6735902
KIM,2-27-21,26.2,26.4,26.01,26,2361289
KLAC,2-27-21,65.46,65.59,64.85,65,941081
KMB,2-27-21,109.64,110.195,109.235,110,1439445
KMI,2-27-21,41.23,41.37,40.81,41,10644276
KMX,2-27-21,67.75,67.98,66.99,67,878880
KORS,2-27-21,68.12,68.49,67.4,67,3035246
KO,2-27-21,42.52,43.66,42.47,43,28312835
KR,2-27-21,35.995,36.055,35.445,36,13247888
KSS,2-27-21,72.16,74.66,71.98,74,6150740
KSU,2-27-21,117.11,117.55,115.81,116,676953
K,2-27-21,64.52,65.03,64.46,64,2067492
LB,2-27-21,91.7,92.5,91.41,92,1166042
LEG,2-27-21,45.18,45.458,44.95,45,901029
LEN,2-27-21,49.2157,49.549,48.8774,49,2005733
LH,2-27-21,124.48,124.48,122.86,123,1416239
LKQ,2-27-21,24.7,24.82,24.3301,25,5420534
LLL,2-27-21,130.64,130.815,129.36,129,446198
LLY,2-27-21,69.95,70.5,69.91,70,3353235
LMT,2-27-21,201,201.94,200,200,1311416
LNC,2-27-21,58.14,58.58,57.61,58,2217910
LNT,2-27-21,31.87,31.915,31.63,32,804194
LOW,2-27-21,73.86,74.77,73.65,74,4913688
LRCX,2-27-21,83.2,83.275,82.2201,82,1326793
LUK,2-27-21,23.74,23.885,23.54,24,1384671
LUV,2-27-21,44.16,44.16,43.2,43,4792822
LYB,2-27-21,86.88,88.01,85.86,86,3891888
L,2-27-21,41.2,41.28,40.94,41,1031520
MAA,2-27-21,72.1,72.86,71.72,72,595245
MAC,2-27-21,82.46,83.8,81.81,84,1141597
MAR,2-27-21,83.31,83.6199,82.7,83,2035097
MAS,2-27-21,26.25,26.39,26.14,26,2155215
MAT,2-27-21,26.06,26.47,26.04,26,3705630
MA,2-27-21,91.01,91.68,89.97,90,4675263
MCD,2-27-21,99.17,99.3,98.49,99,7552453
MCHP,2-27-21,51.39,51.67,51.05,51,1639087
MCK,2-27-21,229.15,231.14,228.345,229,656954
MCO,2-27-21,97,97.61,96.53,97,1137820
MDLZ,2-27-21,36.89,37.01,36.65,37,16403640
MDT,2-27-21,78.53,78.76,77.56,78,8848172
MET,2-27-21,50.86,51.335,50.83,51,6536197
MGM,2-27-21,22.01,22.23,21.59,22,9736841
MHK,2-27-21,186.8,187.45,184.24,184,1091241
MKC,2-27-21,75.47,75.68,75.22,75,346280
MLM,2-27-21,141.99,143.38,141.78,142,492389
MMC,2-27-21,56.86,57.24,56.7401,57,1648751
MMM,2-27-21,169.66,169.75,168.555,169,1946016
MNST,2-27-21,46.38,47.9666,45.9066,47,18657330
MON,2-27-21,119.89,121.27,119.57,120,5177834
MOS,2-27-21,53.08,53.41,52.9,53,4315957
MO,2-27-21,56.09,56.6,55.95,56,4957925
MPC,2-27-21,53.56,54.105,52.475,53,4386254
MRK,2-27-21,58.89,59.06,58.49,59,13059939
MRO,2-27-21,28.16,28.16,27.7,28,5419343
MSFT,2-27-21,44.13,44.2,43.66,44,33807740
MSI,2-27-21,68.29,68.5,67.61,68,5007195
MS,2-27-21,35.96,36.04,35.73,36,8264153
MTB,2-27-21,121.28,121.69,120.55,121,600364
MTD,2-27-21,313.81,316.19,313.685,314,73900
MU,2-27-21,30.97,31.21,30.62,31,15651235
MYL,2-27-21,57.92,58.37,56.89,57,5229157
M,2-27-21,63.68,64.06,63.27,64,3573916
NAVI,2-27-21,21.76,21.9099,21.33,21,2271775
NBL,2-27-21,47.85,48.15,46.75,47,6800558
NCLH,2-27-21,49.84,49.91,48.8,49,964709
NDAQ,2-27-21,50.51,50.565,50.09,50,724642
NEE,2-27-21,103.8,104.04,102.95,103,1630867
NEM,2-27-21,26.4,26.7,26.26,26,5931795
NFLX,2-27-21,69.0814,69.4285,67.8185,68,11516694
NFX,2-27-21,33.81,34.07,32.99,33,6640433
NI,2-27-21,42.58,42.95,42.37,43,2020550
NKE,2-27-21,48.475,48.7025,48.315,49,7118676
NLSN,2-27-21,45.71,45.86,45.045,45,2685891
NOC,2-27-21,166.06,167.56,165.6,166,1264226
NOV,2-27-21,53.5,54.5,53.2138,54,5206630
NRG,2-27-21,25.8,25.85,23.62,24,5528832
NSC,2-27-21,110.23,110.29,108.941,109,2512009
NTAP,2-27-21,38.72,38.93,38.39,39,2851830
NTRS,2-27-21,69.96,70.38,69.82,70,1086440
NUE,2-27-21,47.23,47.57,46.75,47,2135940
NVDA,2-27-21,22.14,22.19,21.981,22,3937273
NWL,2-27-21,39.61,39.83,39.27,39,1443832
NWSA,2-27-21,17.32,17.42,17.215,17,2543071
NWS,2-27-21,16.81,16.94,16.79,17,1153706
OKE,2-27-21,44.3,44.35,43.58,44,1609375
OMC,2-27-21,80.2,80.37,79.36,80,1310347
ORCL,2-27-21,43.77,44.11,43.68,44,9549531
ORLY,2-27-21,209.8,209.98,207.81,208,453731
OXY,2-27-21,78.63,78.84,77.68,78,5123759
O,2-27-21,50.01,50.31,49.2639,50,2345712
PAYX,2-27-21,50,50.02,49.68,50,2040010
PBCT,2-27-21,15.06,15.25,15.045,15,2365513
PCAR,2-27-21,64.65,64.79,63.93,64,1493627
PCG,2-27-21,54,54.12,53.54,54,3118726
PCLN,2-27-21,1240.75,1246.39,1235.12,1237,645357
PDCO,2-27-21,49.47,50.3,49.32,50,1600898
PEG,2-27-21,42.15,42.23,41.72,42,3901426
PEP,2-27-21,99.22,99.37,98.97,99,6461717
PFE,2-27-21,34.44,34.66,34.29,34,24388891
PFG,2-27-21,51.51,51.79,51.12,51,923740
PGR,2-27-21,26.66,26.76,26.6,27,2553580
PG,2-27-21,85.02,85.38,84.57,85,7685024
PHM,2-27-21,22.62,22.78,22.45,23,3258871
PH,2-27-21,122.92,123.46,121.07,123,1314991
PKG,2-27-21,84.14,84.3,82.732,83,792252
PKI,2-27-21,46.97,47.11,46.78,47,390953
PLD,2-27-21,42.55,42.82,42.32,43,2736168
PM,2-27-21,82.73,83.1,82.14,83,5971689
PNC,2-27-21,91.71,92.33,91.67,92,1638169
PNR,2-27-21,67.33,67.62,66.35,66,1204703
PNW,2-27-21,64.37,64.47,63.81,64,1005956
PPG,2-27-21,117.935,118.48,117.05,118,1394784
PPL,2-27-21,34.38,34.38,34.02,34,5347508
PRGO,2-27-21,155.13,155.95,153.7,154,1312011
PRU,2-27-21,81.68,82.22,80.8,81,2240875
PSA,2-27-21,197.09,197.74,195.3801,197,626222
PSX,2-27-21,80.1,80.44,78.44,78,4296563
PVH,2-27-21,108,108.44,106.45,107,1572323
PWR,2-27-21,28.91,28.99,28.592,29,1530054
PXD,2-27-21,156.05,156.5,151.92,153,1533103
PX,2-27-21,127.98,128.62,127.73,128,1248991
QCOM,2-27-21,71.81,72.57,71.2,73,10297418
QRVO,2-27-21,70.75,71.428,69.2,69,1400857
RCL,2-27-21,76.91,77.5,76.07,76,1682771
REGN,2-27-21,421.04,421.07,411.0425,414,811008
REG,2-27-21,64.81,65.77,64.616,66,684708
RE,2-27-21,177.4,178.96,176.61,177,252639
RF,2-27-21,9.59,9.66,9.57,10,8081219
RHI,2-27-21,61.88,62.167,61.51,62,540108
RHT,2-27-21,69.29,69.78,69.05,69,792733
RJF,2-27-21,57.19,57.67,57.0426,57,687883
RL,2-27-21,137.48,137.98,136.02,137,813939
RMD,2-27-21,64.35,64.64,64.07,64,583126
ROK,2-27-21,117.58,117.82,116.34,117,1202884
ROP,2-27-21,168.41,169.64,167.49,168,348389
ROST,2-27-21,52.365,53.115,51.73,53,8778046
RRC,2-27-21,51.42,51.74,49.32,50,3093452
RSG,2-27-21,40.95,41,40.58,41,1146662
RTN,2-27-21,108.8,109.88,108.7,109,2789785
SBAC,2-27-21,120.98,125,119.33,125,1776141
SBUX,2-27-21,47.395,47.4,46.635,47,8658404
SCG,2-27-21,57.13,57.13,56.51,57,938794
SCHW,2-27-21,29.71,29.88,29.32,29,5146067
SEE,2-27-21,47.69,48,47.09,47,3173909
SHW,2-27-21,287.81,288.31,285.06,285,527013
SIG,2-27-21,119.63,120.31,118.75,120,612393
SJM,2-27-21,115.39,115.84,114.67,115,754289
SLB,2-27-21,83.97,84.76,83.97,84,7835972
SLG,2-27-21,126.07,127.01,124.82,127,630514
SNA,2-27-21,147.45,147.71,146.48,147,362709
SNI,2-27-21,73.06,73.19,71.985,72,909861
SNPS,2-27-21,46.58,46.78,46.3,46,816210
SO,2-27-21,45.76,45.94,45.52,46,4177077
SPGI,2-27-21,103.76,103.76,103.04,103,1659778
SPG,2-27-21,187.89,191.46,186.7925,190,2095099
SRCL,2-27-21,134.85,135.65,134.05,135,370072
SRE,2-27-21,108.47,109.11,107.85,108,934570
STI,2-27-21,41.07,41.29,40.95,41,3172124
STT,2-27-21,74.71,75.13,74.41,74,3095013
STX,2-27-21,60.51,61.18,60.17,61,2752338
STZ,2-27-21,116.05,116.29,114.41,115,718957
SWKS,2-27-21,88.94,89.38,87.32,88,2193527
SWK,2-27-21,98.66,99.06,98.17,98,1362365
SYF,2-27-21,32.37,32.55,31.93,32,553121
SYK,2-27-21,94.45,95.25,94.35,95,1340035
SYMC,2-27-21,25.08,25.32,24.951,25,3787766
SYY,2-27-21,39.16,39.4441,38.96,39,4243392
TAP,2-27-21,77.11,77.5,75.72,76,1994637
TDG,2-27-21,219.61,221.3,215.77,217,515474
TEL,2-27-21,72.13,72.38,71.9,72,1859857
TGT,2-27-21,77.03,77.3,76.71,77,4740953
TIF,2-27-21,88.86,89.32,88,88,1026878
TJX,2-27-21,68.28,69.145,68.19,69,3926767
TMK,2-27-21,53.45,53.69,53.19,53,688393
TMO,2-27-21,129.81,130.49,129.78,130,1070415
TPR,2-27-21,43.35,43.765,43.19,44,3819046
TRIP,2-27-21,90.17,90.4,88.93,89,1800284
TROW,2-27-21,83.11,83.26,82.43,83,1439456
TRV,2-27-21,107.67,108.22,107.31,107,3217055
TSCO,2-27-21,89.25,89.446,87.96,88,687211
TSN,2-27-21,40.99,41.75,40.88,41,2928615
TSS,2-27-21,38.34,38.61,38.07,38,1223957
TWX,2-27-21,82.85,82.95,81.425,82,5298142
TXN,2-27-21,59.49,59.49,58.72,59,6494867
TXT,2-27-21,44.25,44.51,44.09,44,1290116
T,2-27-21,34.42,34.58,34.38,35,19863613
UAA,2-27-21,38.5,38.575,38.28,39,3304130
UAL,2-27-21,67.51,67.61,64.71,65,5823914
UDR,2-27-21,31.52,31.99,31.41,32,2075287
UHS,2-27-21,112.49,114.88,112.3,113,892592
ULTA,2-27-21,141.98,143.34,140.01,141,720566
UNH,2-27-21,113.77,114.25,113.41,114,4016356
UNM,2-27-21,33.62,34,33.54,34,1229357
UNP,2-27-21,121.15,121.4,120.19,120,2775550
UPS,2-27-21,101.81,102.44,101.7,102,2130919
URI,2-27-21,94.36,94.84,93,93,1418819
USB,2-27-21,44.86,44.99,44.6,45,4626042
UTX,2-27-21,122.55,122.85,121.79,122,3085284
VAR,2-27-21,92.47,93.39,92.46,93,543412
VFC,2-27-21,76.76,76.95,76.52,77,1733199
VIAB,2-27-21,70.21,70.8,69.59,70,4442975
VLO,2-27-21,61.97,62.74,61.54,62,8224906
VMC,2-27-21,82.39,83.19,82.21,83,852652
VNO,2-27-21,109.57,110.56,108.91,110,837546
VRSK,2-27-21,72.64,72.8795,71.745,72,813421
VRSN,2-27-21,64.6,64.9,63.97,64,1097133
VRTX,2-27-21,119.92,120.52,118.21,119,1050126
VTR,2-27-21,74.19,74.535,73.16,74,1955263
VZ,2-27-21,49.22,49.66,49.05,49,17571181
V,2-27-21,68.3675,68.5475,67.8275,68,7965388
WAT,2-27-21,120.52,120.69,119.55,120,381839
WBA,2-27-21,81.28,83.77,81.07,83,8902525
WDC,2-27-21,107.42,107.99,106.62,107,1623806
WEC,2-27-21,50.92,51.24,50.62,51,1319112
WFC,2-27-21,54.82,55.28,54.79,55,12936955
WHR,2-27-21,213.27,213.96,211.254,212,612356
WMB,2-27-21,49.1,49.17,48.6,49,6442313
WMT,2-27-21,83.72,84.16,83.4,84,5877422
WM,2-27-21,54.31,54.6799,54.12,54,1702588
WU,2-27-21,19.49,19.73,19.49,20,4531170
WYNN,2-27-21,143.34,144.13,141.59,143,1120545
WYN,2-27-21,91.88,92.61,91.295,91,1228430
WY,2-27-21,35.09,35.21,34.84,35,2319300
XEC,2-27-21,113.26,113.26,108.51,110,1629802
XEL,2-27-21,35.38,35.42,35.13,35,2398214
XLNX,2-27-21,41.93,42.45,41.8305,42,2808787
XL,2-27-21,35.8,36.3,35.79,36,4177679
XOM,2-27-21,88.89,89.28,88.34,89,13090560
XRAY,2-27-21,53.44,53.72,52.99,53,862085
XRX,2-27-21,53.2,54.64,52.6,55,2960308
XYL,2-27-21,35.71,35.95,35.581,36,663238
YUM,2-27-21,79.22,82.47,78.84,81,9799943
ZBH,2-27-21,120.98,121.365,120.3,120,698062
ZION,2-27-21,26.52,26.95,26.34,27,2566412
ZTS,2-27-21,46.54,46.88,46.04,46,5555462
AAL,3-2-21,48.2,48.57,47.85,48,11482901
AAPL,3-2-21,129.25,130.28,128.3,129,48096663
AAP,3-2-21,154.71,155.41,153.93,155,909090
ABBV,3-2-21,60.3,60.75,60.06,60,6150884
ABC,3-2-21,102.57,103.25,102.44,103,1948322
ABT,3-2-21,47.34,47.63,47.13,47,7016259
ACN,3-2-21,89.76,91.24,89.73,91,1974960
ADBE,3-2-21,79.14,79.79,78.715,80,1497669
ADI,3-2-21,58.81,59.78,58.54,60,1853956
ADM,3-2-21,47.82,47.89,47.02,48,3705040
ADP,3-2-21,88.88,90.23,88.58,90,1771365
ADSK,3-2-21,64.05,64.72,63.65,64,2927592
ADS,3-2-21,279.21,283.15,278.76,282,632145
AEE,3-2-21,42.3,42.41,41.62,42,2959605
AEP,3-2-21,57.39,57.58,55.77,56,2989885
AES,3-2-21,12.91,12.91,12.55,13,8968977
AET,3-2-21,99.53,100.8,99.47,101,2529281
AFL,3-2-21,62.19,62.67,62.0201,63,1469754
AGN,3-2-21,293.16,297.5,292.8,297,3427608
AIG,3-2-21,55.19,55.65,55.04,56,7283920
AIV,3-2-21,37.64,38.4,37.595,38,967098
AIZ,3-2-21,61.16,61.73,60.63,62,490587
AJG,3-2-21,46.75,46.98,46.6,47,712085
AKAM,3-2-21,69.8,71.15,69.56,71,2072675
ALB,3-2-21,56.36,57.08,55.83,57,1315868
ALGN,3-2-21,57.96,58.1495,57.16,58,430144
ALK,3-2-21,64.4,65.53,64.32,65,1850556
ALLE,3-2-21,57.77,58.91,57.64,59,694810
ALL,3-2-21,70.67,71.18,70.57,71,1687790
ALXN,3-2-21,180.34,184.73,180.09,185,970970
AMAT,3-2-21,24.94,25.64,24.94,26,17091131
AMD,3-2-21,3.13,3.23,3.11,3,15638083
AME,3-2-21,53.14,53.81,52.91,54,1098459
AMGN,3-2-21,159.29,159.9,157.62,160,3483532
AMG,3-2-21,216.81,218.95,216.38,218,495474
AMP,3-2-21,133.33,135.95,133.33,135,898344
AMT,3-2-21,98.81,99.89,98.76,99,2911073
AMZN,3-2-21,380.85,385.9,379.481,386,2139205
ANDV,3-2-21,91.62,92.28,89.68,91,3088795
ANSS,3-2-21,85.9,86.51,85.74,86,486816
ANTM,3-2-21,146.45,147.71,146.3006,147,1339118
AON,3-2-21,100.32,100.32,99.78,100,1169695
AOS,3-2-21,31.585,32.245,31.385,32,1070170
APA,3-2-21,65.46,65.86,64.54,66,3882651
APC,3-2-21,83.38,83.9,81.36,82,6564662
APD,3-2-21,156.25,158.2,156,158,882978
APH,3-2-21,56.49,57.24,56.32,57,1327825
ARE,3-2-21,96.17,97.8,96.12,97,643098
ARNC,3-2-21,44.52,45.06,44.22,45,6455783
ATVI,3-2-21,23.32,23.35,23.08,23,7235798
AVB,3-2-21,168.42,171.39,168.37,170,671287
AVGO,3-2-21,127.21,130.87,127.21,129,2789279
AVY,3-2-21,53.44,54.03,53.22,54,616776
AWK,3-2-21,53.99,53.99,52.49,53,1506824
AXP,3-2-21,81.73,82.21,81.56,82,5503072
AYI,3-2-21,159.36,162.09,158.4701,161,385270
AZO,3-2-21,642.42,649.53,640.66,650,326449
A,3-2-21,42.34,42.74,42.34,43,1847082
BAC,3-2-21,15.79,16.03,15.715,16,71402439
BAX,3-2-21,69.12,70.03,69.06,70,3600060
BA,3-2-21,150.75,154.15,150.75,154,4622793
BBT,3-2-21,38.05,38.455,37.9,38,3233620
BBY,3-2-21,38.2,38.88,38.05,39,6483962
BDX,3-2-21,146.93,148.41,146.73,148,834111
BEN,3-2-21,53.76,54.43,53.63,54,1132089
BF.B,3-2-21,46.03,46.14,45.57,46,857300
BIIB,3-2-21,410.67,416.82,406.4,416,1347278
BK,3-2-21,39.2,39.655,39.1,40,5177321
BLK,3-2-21,367.88,376.69,367.88,376,478004
BLL,3-2-21,35.945,36.34,35.86,36,2672416
BMY,3-2-21,61.12,62.46,61.04,62,6553255
BRK.B,3-2-21,147.71,147.98,145.89,147,4896700
BSX,3-2-21,17.02,17.26,16.63,17,16094917
BWA,3-2-21,61.58,63.3,61.58,63,2349288
BXP,3-2-21,137.74,139.89,137.7,139,792830
CAG,3-2-21,34.82,35.125,34.74,35,1633643
CAH,3-2-21,88.71,90.49,88.64,90,3820289
CAT,3-2-21,82.78,83.07,82.24,83,4155017
CA,3-2-21,32.51,32.84,32.47,33,3751139
CBG,3-2-21,34.34,34.84,34.27,35,1450101
CBOE,3-2-21,59.85,59.99,58.67,59,1289994
CBS,3-2-21,59.25,61.86,59.12,62,10733794
CB,3-2-21,113.64,114.67,113.6,114,1239699
CCI,3-2-21,86.6,87.51,86.15,86,3098180
CCL,3-2-21,44.03,45.61,44,45,10802756
CDNS,3-2-21,18.41,18.64,18.41,19,2021679
CELG,3-2-21,122.59,122.78,120.2,120,5197903
CERN,3-2-21,72.16,72.735,71.29,72,1505251
CFG,3-2-21,24.8,25.18,24.62,25,1408937
CF,3-2-21,61.13,62.619,60.661,62,4310115
CHD,3-2-21,42.615,42.9,42.615,43,905054
CHK,3-2-21,16.71,16.71,16.23,17,27736089
CHRW,3-2-21,74.4,74.46,73.41,74,2058351
CHTR,3-2-21,180.46,186.04,179.46,186,1568479
CINF,3-2-21,52.75,53.055,52.4,53,471866
CI,3-2-21,121.42,123,121.0199,122,2077450
CLX,3-2-21,108.63,110.15,108.51,110,899095
CL,3-2-21,70.39,71.08,70.39,71,1787687
CMA,3-2-21,45.9,46.22,45.55,46,1039883
CMCSA,3-2-21,29.755,30.045,29.75,30,23349254
CME,3-2-21,95.73,97.18,95.4909,97,1015826
CMG,3-2-21,664.97,673.3,663.05,671,398903
CMI,3-2-21,142.37,143.46,141.7,143,1894606
CMS,3-2-21,35.06,35.15,34.07,34,3624840
CNC,3-2-21,61.41,62.19,61.03,62,752829
CNP,3-2-21,20.81,20.8729,20.53,21,5389799
COF,3-2-21,78.34,79.28,78.27,79,3486426
COG,3-2-21,29,29.4,28.7,29,7599306
COL,3-2-21,89.22,90.89,88.83,91,859704
COO,3-2-21,164.34,166.07,163.39,166,339083
COP,3-2-21,65.36,65.36,63.83,64,8059199
COST,3-2-21,147.32,148.49,147.32,148,2108588
COTY,3-2-21,22.64,23.12,22.46,23,1039168
CPB,3-2-21,46.54,46.79,46.25,47,1874771
CRM,3-2-21,67.38,68.8,66.67,68,8124787
CSCO,3-2-21,29.36,30.31,29.34,30,35981920
CSX,3-2-21,34.44,34.71,34.31,35,8529832
CTAS,3-2-21,83.52,84.59,83.25,85,372386
CTL,3-2-21,38.06,38.33,37.38,38,4453160
CTSH,3-2-21,62.56,63.189,62.46,63,2393514
CTXS,3-2-21,63.75,63.9,62.95,64,1073372
CVS,3-2-21,104.1,104.84,104.01,104,3189254
CVX,3-2-21,106.32,106.34,104.93,106,7343708
CXO,3-2-21,109.5,114.49,106.96,114,3310317
C,3-2-21,52.43,53.52,52.05,53,19384199
DAL,3-2-21,45.09,45.51,44.98,45,11247492
DE,3-2-21,90.4,91.094,90.21,91,2162581
DFS,3-2-21,60.94,61.23,60,60,4492904
DGX,3-2-21,70.29,71.42,70.28,71,1459162
DG,3-2-21,72.63,73.53,72.62,73,2624081
DHI,3-2-21,27.35,27.53,27.08,27,3120515
DHR,3-2-21,87.21,87.84,87.21,87,2065978
DISCA,3-2-21,32.38,32.81,32.1,33,3452185
DISCK,3-2-21,30.61,31.16,30.39,31,3510514
DISH,3-2-21,75.22,76.44,74.92,76,1654485
DIS,3-2-21,104.35,105.98,104.35,106,5635530
DLR,3-2-21,67.1,67.76,66.605,67,1468827
DLTR,3-2-21,79.5,80.25,79.29,80,3483621
DOV,3-2-21,71.53,72.69,71,72,1471052
DPS,3-2-21,78.93,79.42,78.79,79,1039081
DRE,3-2-21,21.34,21.74,21.27,21,1974551
DRI,3-2-21,64.04,64.87,63.88,64,932627
DTE,3-2-21,81.91,82.01,79.87,80,1195648
DUK,3-2-21,78.48,78.48,76.39,77,5027753
DVA,3-2-21,74.56,75.64,74.44,76,1372827
DVN,3-2-21,61.46,61.55,60.225,61,4529143
D,3-2-21,71.87,71.87,69.9,70,4422775
EA,3-2-21,57.18,57.8,56.99,57,1606655
EBAY,3-2-21,57.55,58.66,57.55,58,6490791
ECL,3-2-21,115.52,116.03,114.752,116,1369810
ED,3-2-21,63.06,63.07,61.51,62,2562079
EFX,3-2-21,93.45,94.9,93.3,95,725421
EIX,3-2-21,64.1,64.22,62.7,64,3106992
EL,3-2-21,82.37,83.47,82.17,83,1784227
EMN,3-2-21,73.98,75.43,73.52,75,1261092
EMR,3-2-21,58.01,58.51,57.9,58,3693212
EOG,3-2-21,89.08,89.2,87.08,89,5347819
EQIX,3-2-21,224.93,226.62,221.23,224,723647
EQR,3-2-21,77.28,78.24,77.08,78,1735765
EQT,3-2-21,79.99,81.44,79.63,81,1482889
ESRX,3-2-21,84.39,85.19,84.35,85,2605202
ESS,3-2-21,223.25,227.418,223.25,225,345091
ES,3-2-21,51.5,51.86,49.94,50,1904298
ETFC,3-2-21,26.15,26.49,25.99,26,2757192
ETN,3-2-21,71.01,71.49,70.73,71,2208432
ETR,3-2-21,79.18,79.39,76.84,78,2070320
EW,3-2-21,66.31,68.03,66.305,68,2346810
EXC,3-2-21,33.86,33.92,32.78,33,6958463
EXPD,3-2-21,48.13,48.67,47.94,48,1291365
EXPE,3-2-21,90.33,92.47,90.32,92,1724623
EXR,3-2-21,65.78,66.625,65.44,66,679056
FAST,3-2-21,41.5,41.55,40.93,42,7641387
FBHS,3-2-21,46.61,47.31,46.51,47,784059
FB,3-2-21,79,79.855,78.52,80,21662537
FCX,3-2-21,21.45,21.45,20.75,21,15066557
FDX,3-2-21,176.98,178.15,176.0601,177,1535324
FE,3-2-21,35.2,35.2,34.17,34,3374429
FFIV,3-2-21,118.56,119.56,117.421,120,651486
FISV,3-2-21,78.32,79.05,77.99,79,1262168
FIS,3-2-21,67.48,68.3,67.345,68,765215
FITB,3-2-21,19.32,19.54,19.24,20,7420912
FLIR,3-2-21,32.25,32.84,32.24,33,666801
FLR,3-2-21,57.96,58.6,57.45,58,1160439
FLS,3-2-21,62.02,62.265,61.12,62,1195964
FL,3-2-21,56.21,56.54,55.85,56,1422318
FMC,3-2-21,63.5,64.6,62.9402,65,581063
FOXA,3-2-21,35,35.22,34.95,35,10437300
FOX,3-2-21,33.73,34.32,33.73,34,2398145
FRT,3-2-21,142.04,144.53,141.66,143,379611
FTI,3-2-21,39.78,39.93,39.09,40,3940186
